-1 1:7.3398337 2:0.95117563 3:0.0 4:0.15 5:1.2555518 6:457 7:6816 8:33438 9:9885 10:1 11:0.0 12:0.10726726312812719 13:0.0 14:0.28342171556262064 15:0.0 16:1.0 17:0.0 18:0.0 19:0.0 20:0.0 #1197221562
-1 1:9.959402 2:2.8662536 3:2.828 4:0.15 5:2.9055047 6:349 7:6922 8:34838 9:10450 10:1 11:0.0 12:0.07859218527670325 13:0.010059527338057615 14:0.2631174057921088 15:0.0 16:7.0 17:0.0 18:4.0 19:0.0 20:0.0 #60737347
-1 1:9.959402 2:2.592331 3:2.629 4:0.15 5:2.9055047 6:349 7:6922 8:34838 9:10450 10:2 11:0.0 12:0.07859218527670325 13:0.010059527338057615 14:0.2631174057921088 15:0.0 16:7.0 17:0.0 18:4.0 19:0.0 20:0.0 #160406431
-1 1:13.3072815 2:2.2071023 3:4.448 4:0.15 5:2.0959342 6:189 7:4229 8:23246 9:7229 10:3 11:6.0 12:0.09286816639416523 13:0.03696106354772864 14:0.3337119062359573 15:0.0 16:4.0 17:0.0 18:2.0 19:0.0 20:1.0 #92615066
-1 1:22.321936 2:7.178846 3:2.649 4:0.15 5:7.545053 6:6 7:248 8:1424 9:458 10:1 11:1.0 12:0.09388119529247298 13:0.011019660081788103 14:0.04016096644512494 15:0.0 16:5.0 17:1.0 18:2.0 19:1.0 20:1.0 #100015706338
-1 1:15.913532 2:4.9575124 3:1.64 4:0.15 5:5.4773073 6:116 7:3273 8:18100 9:5686 10:2 11:61.0 12:0.12435552615409542 13:0.0 14:0.15569978883230456 15:0.0 16:1.0 17:0.0 18:0.0 19:0.0 20:0.0 #1028312909
-1 1:13.3072815 2:4.8428955 3:3.638 4:0.15 5:5.211161 6:189 7:4229 8:23246 9:7229 10:3 11:41.0 12:0.12936372241705024 13:0.03696106354772864 14:0.31622776601683794 15:0.0 16:4.0 17:0.0 18:2.0 19:0.0 20:1.0 #92615066
-1 1:9.496236 2:4.6486697 3:1.009 4:0.15 5:5.9546037 6:388 7:7025 8:36395 9:10731 10:1 11:0.0 12:0.11439298577658374 13:0.02613541867446583 14:0.30906696371450226 15:0.0 16:8.0 17:0.0 18:4.0 19:1.0 20:1.0 #1311628074
-1 1:7.8966966 2:3.2795398 3:2.0279999 4:0.15 5:7.012188 6:383 7:7920 8:36780 9:10351 10:2 11:0.0 12:0.0813637025868099 13:0.0 14:0.12048289933537483 15:0.0 16:8.0 17:0.0 18:5.0 19:0.0 20:0.0 #1260038478
-1 1:22.321936 2:2.4441128 3:2.868 4:0.15 5:2.37218 6:6 7:248 8:1424 9:458 10:3 11:1.0 12:0.09780172175525098 13:0.011019660081788103 14:0.03922322702763681 15:0.0 16:5.0 17:1.0 18:2.0 19:1.0 20:1.0 #100015706338
-1 1:6.800435 2:4.320001 3:2.629 4:0.15 5:4.952711 6:469 7:8802 8:39291 9:11242 10:1 11:0.0 12:0.09934127712177009 13:0.03725325041514083 14:0.19316685232156391 15:0.0 16:7.0 17:0.0 18:2.0 19:1.0 20:0.0 #1301124911
-1 1:10.096868 2:3.7823653 3:5.457 4:0.15 5:4.077191 6:122 7:2464 8:12375 9:3719 10:2 11:2.0 12:0.0950535987262715 13:0.0 14:0.2927700218845599 15:0.0 16:3.0 17:0.0 18:1.0 19:0.0 20:0.0 #645209415
-1 1:10.496844 2:3.6297603 3:1.829 4:0.15 5:3.7230377 6:109 7:1951 8:10066 9:3159 10:3 11:3.0 12:0.12196528714750722 13:0.03696106354772864 14:0.33541019662496846 15:0.0 16:4.0 17:0.0 18:1.0 19:0.0 20:0.0 #60737401
-1 1:13.3072815 2:4.09378 3:4.259 4:0.15 5:4.2867074 6:189 7:4229 8:23246 9:7229 10:1 11:53.0 12:0.09226039141178208 13:0.03696106354772864 14:0.2631174057921088 15:0.0 16:4.0 17:0.0 18:2.0 19:0.0 20:1.0 #92615066
-1 1:15.396231 2:2.6591825 3:4.647 4:0.15 5:4.907934 6:109 7:2606 8:15007 9:4784 10:2 11:61.0 12:0.09303147078539552 13:0.03696106354772864 14:0.2558408596267325 15:0.0 16:4.0 17:0.0 18:2.0 19:0.0 20:0.0 #250535927
-1 1:15.93043 2:2.5264034 3:5.059 4:0.15 5:4.496379 6:125 7:2819 8:16556 9:5429 10:3 11:66.0 12:0.09477052728377433 13:0.014226319992543996 14:0.26062334565784157 15:0.0 16:3.0 17:0.0 18:2.0 19:0.0 20:0.0 #259700996
-1 1:13.3072815 2:3.0702558 3:2.639 4:0.15 5:3.2704642 6:189 7:4229 8:23246 9:7229 10:1 11:60.0 12:0.1000612929293976 13:0.03696106354772864 14:0.2656844656620286 15:0.0 16:4.0 17:0.0 18:2.0 19:0.0 20:1.0 #92615066
-1 1:15.75152 2:1.8490282 3:2.237 4:0.15 5:3.1045508 6:91 7:2406 8:13566 9:4288 10:2 11:6.0 12:0.11324192621358796 13:0.022039320163576206 14:0.16609095970747992 15:0.0 16:5.0 17:1.0 18:2.0 19:0.0 20:1.0 #97304875
-1 1:15.396231 2:1.7431657 3:1.0189999 4:0.15 5:3.4200063 6:109 7:2606 8:15007 9:4784 10:3 11:61.0 12:0.09661090351803907 13:0.03696106354772864 14:0.2656844656620286 15:0.0 16:4.0 17:0.0 18:2.0 19:0.0 20:0.0 #250535927
-1 1:8.7223015 2:9.397338 3:2.0279999 4:0.15 5:10.020678 6:68 7:968 8:4849 9:1539 10:1 11:17.0 12:0.1006380707759948 13:0.03484722489928778 14:0.369012483211554 15:0.0 16:2.0 17:0.0 18:0.0 19:1.0 20:0.0 #60737410
-1 1:8.7223015 2:8.261395 3:2.0279999 4:0.15 5:10.020678 6:68 7:968 8:4849 9:1539 10:2 11:17.0 12:0.1006380707759948 13:0.03484722489928778 14:0.369012483211554 15:0.0 16:2.0 17:0.0 18:0.0 19:1.0 20:0.0 #587611950
-1 1:9.783805 2:5.037813 3:5.059 4:0.15 5:6.0565147 6:287 7:4379 8:23101 9:7208 10:3 11:9.0 12:0.10390227007774697 13:0.0 14:0.34570535882735637 15:0.0 16:1.0 17:0.0 18:0.0 19:0.0 20:0.0 #60737311
-1 1:9.783805 2:4.465527 3:3.837 4:0.15 5:5.4332366 6:287 7:4379 8:23101 9:7208 10:1 11:3.0 12:0.09247107995153597 13:0.0 14:0.22821773229381923 15:0.0 16:1.0 17:0.0 18:0.0 19:0.0 20:0.0 #60737311
1 1:15.634697 2:4.017879 3:0.0 4:0.15 5:4.3235874 6:269 7:7530 8:41894 9:12959 10:2 11:10.0 12:0.09958423994780798 13:0.022039320163576206 14:0.27386127875258304 15:0.0 16:5.0 17:1.0 18:2.0 19:0.0 20:1.0 #100019019908
1 1:15.634697 2:3.9636474 3:0.0 4:0.15 5:4.2193666 6:269 7:7530 8:41894 9:12959 10:3 11:10.0 12:0.09958423994780798 13:0.022039320163576206 14:0.27386127875258304 15:0.0 16:5.0 17:1.0 18:2.0 19:0.0 20:1.0 #100004725169
-1 1:15.347415 2:2.4723597 3:1.009 4:0.15 5:6.698089 6:105 7:2634 8:14953 9:4722 10:1 11:47.0 12:0.12435552615409542 13:0.028452639985087992 14:0.31139957766460913 15:0.0 16:4.0 17:0.0 18:2.0 19:0.0 20:0.0 #160110260
-1 1:10.270498 2:1.2570184 3:1.819 4:0.15 5:1.7625505 6:474 7:8448 8:44057 9:13538 10:2 11:0.0 12:0.12075844073057625 13:0.012320354515909546 14:0.3350831266333564 15:0.0 16:4.0 17:0.0 18:2.0 19:1.0 20:0.0 #171716542
-1 1:16.172234 2:0.9561374 3:1.009 4:0.15 5:2.7675123 6:119 7:3029 8:17588 9:5605 10:3 11:47.0 12:0.12530845599891532 13:0.028452639985087992 14:0.31378581622109447 15:0.0 16:3.0 17:0.0 18:1.0 19:0.0 20:0.0 #274510039
1 1:15.630283 2:1.9154371 3:1.009 4:0.15 5:1.8951871 6:269 7:7526 8:41872 9:12953 10:1 11:54.0 12:0.1375336712183217 13:0.022039320163576206 14:0.15689290811054724 15:0.0 16:5.0 17:1.0 18:2.0 19:0.0 20:1.0 #100015421034
1 1:15.630283 2:1.9153336 3:1.009 4:0.15 5:1.8950794 6:269 7:7526 8:41872 9:12953 10:2 11:54.0 12:0.1375336712183217 13:0.022039320163576206 14:0.15689290811054724 15:0.0 16:5.0 17:1.0 18:2.0 19:0.0 20:1.0 #100013512260
1 1:15.634697 2:1.8748084 3:1.009 4:0.15 5:1.8948638 6:269 7:7530 8:41894 9:12959 10:3 11:54.0 12:0.1375336712183217 13:0.022039320163576206 14:0.15689290811054724 15:0.0 16:5.0 17:1.0 18:2.0 19:0.0 20:1.0 #100005224084
1 1:15.634697 2:4.219806 3:1.819 4:0.15 5:4.3589783 6:269 7:7530 8:41894 9:12959 10:1 11:54.0 12:0.13794172420985878 13:0.022039320163576206 14:0.37052413631667824 15:0.0 16:5.0 17:1.0 18:2.0 19:0.0 20:1.0 #100019019908
1 1:15.634697 2:4.167554 3:1.819 4:0.15 5:4.2545285 6:269 7:7530 8:41894 9:12959 10:2 11:54.0 12:0.13794172420985878 13:0.022039320163576206 14:0.37052413631667824 15:0.0 16:5.0 17:1.0 18:2.0 19:0.0 20:1.0 #100004725169
1 1:15.634697 2:3.9691098 3:1.819 4:0.15 5:4.089207 6:269 7:7530 8:41894 9:12959 10:3 11:54.0 12:0.13794172420985878 13:0.022039320163576206 14:0.37052413631667824 15:0.0 16:5.0 17:1.0 18:2.0 19:0.0 20:1.0 #100022302262
-1 1:8.371969 2:2.062168 3:2.0279999 4:0.15 5:4.437078 6:91 7:1183 8:6190 9:1894 10:1 11:0.0 12:0.06984984452838906 13:0.022039320163576206 14:0.23904572186687872 15:0.0 16:5.0 17:0.0 18:2.0 19:0.0 20:1.0 #283830865
-1 1:8.371969 2:2.0424209 3:1.62 4:0.15 5:4.433447 6:91 7:1183 8:6190 9:1894 10:2 11:0.0 12:0.06984984452838906 13:0.022039320163576206 14:0.23904572186687872 15:0.0 16:5.0 17:0.0 18:2.0 19:0.0 20:1.0 #279107870
-1 1:8.371969 2:1.9684656 3:2.0279999 4:0.15 5:4.437155 6:91 7:1183 8:6190 9:1894 10:3 11:0.0 12:0.06984984452838906 13:0.022039320163576206 14:0.23904572186687872 15:0.0 16:5.0 17:0.0 18:2.0 19:0.0 20:1.0 #76609006
-1 1:19.037926 2:2.8896968 3:3.8869998 4:0.15 5:4.630247 6:18 7:662 8:3740 9:1138 10:1 11:43.0 12:0.12196528714750722 13:0.011019660081788103 14:0.31304951684997057 15:0.0 16:5.0 17:1.0 18:4.0 19:0.0 20:0.0 #253325233
-1 1:21.585253 2:2.8342574 3:0.657 4:0.15 5:6.7779946 6:8 7:316 8:1819 9:583 10:2 11:43.0 12:0.12092371993662397 13:0.022039320163576206 14:0.3195048252113469 15:0.0 16:5.0 17:0.0 18:3.0 19:0.0 20:1.0 #1030108210
-1 1:14.090138 2:2.4240608 3:0.82 4:0.15 5:5.250934 6:223 7:4853 8:27723 9:8716 10:3 11:43.0 12:0.12320354515909547 13:0.024640709031819093 14:0.3162277660168379 15:0.0 16:1.0 17:0.0 18:0.0 19:0.0 20:0.0 #187230725
-1 1:8.3735895 2:11.147364 3:1.009 4:0.15 5:19.964354 6:130 7:2340 8:11672 9:3360 10:1 11:0.0 12:0.08200923681047297 13:0.03725325041514083 14:0.21926450482675733 15:0.11952286093343936 16:10.0 17:0.0 18:3.0 19:0.0 20:0.0 #1267614285
-1 1:12.283812 2:6.675963 3:1.829 4:0.15 5:6.8481674 6:14 7:327 8:1753 9:520 10:2 11:0.0 12:0.07405035291098652 13:0.04457671986919931 14:0.22360679774997896 15:0.0 16:19.0 17:0.0 18:13.0 19:0.0 20:1.0 #100920589
-1 1:17.227024 2:4.890881 3:0.24900003 4:0.15 5:10.062542 6:11 7:337 8:1872 9:596 10:3 11:19.0 12:0.10127269028292575 13:0.022039320163576206 14:0.3119251469460218 15:0.0 16:5.0 17:0.0 18:3.0 19:0.0 20:1.0 #1030108209
-1 1:9.993249 2:15.713986 3:1.819 4:0.15 5:16.913536 6:44 7:437 8:2560 9:804 10:1 11:0.0 12:0.06463644713386463 13:0.011019660081788103 14:0.14638501094227996 15:0.0 16:5.0 17:0.0 18:2.0 19:2.0 20:0.0 #1307303429
-1 1:9.993249 2:14.850581 3:1.819 4:0.15 5:16.913536 6:44 7:437 8:2560 9:804 10:2 11:0.0 12:0.06463644713386463 13:0.011019660081788103 14:0.14638501094227996 15:0.0 16:5.0 17:0.0 18:2.0 19:2.0 20:0.0 #1256408972
-1 1:13.018669 2:14.05648 3:1.009 4:0.15 5:14.245405 6:152 7:3370 8:18485 9:5701 10:3 11:0.0 12:0.08449307576322568 13:0.04267895997763199 14:0.12048289933537483 15:0.0 16:3.0 17:0.0 18:2.0 19:0.0 20:0.0 #1260838487
-1 1:15.90201 2:1.8121427 3:3.4390001 4:0.15 5:1.8439308 6:116 7:3272 8:18090 9:5682 10:1 11:18.0 12:0.10897251408068923 13:0.024640709031819093 14:0.33756997551928847 15:0.0 16:1.0 17:0.0 18:0.0 19:0.0 20:0.0 #1179707078
-1 1:15.913532 2:1.7988485 3:2.038 4:0.15 5:1.8431656 6:116 7:3273 8:18100 9:5686 10:2 11:18.0 12:0.10897251408068923 13:0.0 14:0.33756997551928847 15:0.0 16:1.0 17:0.0 18:0.0 19:0.0 20:0.0 #1028312909
-1 1:17.227024 2:1.6709691 3:2.0379999 4:0.15 5:3.242574 6:11 7:337 8:1872 9:596 10:3 11:27.0 12:0.08547639040777447 13:0.022039320163576206 14:0.28867513459481287 15:0.0 16:5.0 17:0.0 18:3.0 19:0.0 20:1.0 #1030108209
-1 1:7.5684814 2:5.082863 3:1.829 4:0.15 5:5.1139784 6:446 7:6691 8:32697 9:9814 10:1 11:0.0 12:0.12225215219406373 13:0.02011905467611523 14:0.3530090432487313 15:0.0 16:6.0 17:0.0 18:3.0 19:0.0 20:0.0 #1338144641
-1 1:7.59967 2:4.9472113 3:0.82 4:0.15 5:5.128361 6:443 7:6666 8:32608 9:9785 10:2 11:0.0 12:0.12225215219406373 13:0.02011905467611523 14:0.3530090432487313 15:0.0 16:6.0 17:0.0 18:3.0 19:0.0 20:0.0 #1293109910
1 1:15.630283 2:3.5041227 3:0.02 4:0.15 5:3.6496646 6:269 7:7526 8:41872 9:12953 10:3 11:12.0 12:0.08377841070818491 13:0.022039320163576206 14:0.5059644256269407 15:0.14142135623730948 16:5.0 17:1.0 18:2.0 19:0.0 20:1.0 #100013512260
-1 1:7.7590976 2:7.9904485 3:2.0279999 4:0.15 5:9.563304 6:395 7:6213 8:30861 9:9064 10:1 11:0.0 12:0.10029999178917791 13:0.04355903112410972 14:0.3737046593418298 15:0.0 16:8.0 17:0.0 18:3.0 19:0.0 20:1.0 #1273205853
-1 1:6.2851744 2:6.3202424 3:2.018 4:0.15 5:7.2470574 6:534 7:8018 8:38933 9:10885 10:2 11:0.0 12:0.09474541795039938 13:0.012320354515909546 14:0.27456258919345766 15:0.0 16:4.0 17:0.0 18:2.0 19:0.0 20:0.0 #1280108420
-1 1:10.42056 2:4.7098107 3:4.036 4:0.15 5:4.835403 6:135 7:2332 8:12541 9:3809 10:3 11:0.0 12:0.08692425096866195 13:0.0 14:0.2390457218668787 15:0.0 16:1.0 17:0.0 18:0.0 19:0.0 20:0.0 #2427495
-1 1:15.913532 2:2.6438797 3:2.659 4:0.15 5:2.742653 6:116 7:3273 8:18100 9:5686 10:1 11:25.0 12:0.10314081994594397 13:0.0 14:0.22821773229381923 15:0.0 16:1.0 17:0.0 18:0.0 19:0.0 20:0.0 #1028312909
-1 1:15.90201 2:2.608152 3:4.05 4:0.15 5:2.7438664 6:116 7:3272 8:18090 9:5682 10:2 11:25.0 12:0.10314081994594397 13:0.024640709031819093 14:0.22821773229381923 15:0.0 16:1.0 17:0.0 18:0.0 19:0.0 20:0.0 #1179707078
-1 1:17.227024 2:2.3145165 3:1.065 4:0.15 5:4.66719 6:11 7:337 8:1872 9:596 10:3 11:36.0 12:0.07913576029552331 13:0.022039320163576206 14:0.21380899352993948 15:0.0 16:5.0 17:0.0 18:3.0 19:0.0 20:1.0 #1030108209
-1 1:13.859735 2:8.737989 3:0.0 4:0.15 5:9.105905 6:134 7:3645 8:19170 9:5820 10:1 11:0.0 12:0.11227814761267577 13:0.0 14:0.24701609087778548 15:0.0 16:4.0 17:0.0 18:3.0 19:1.0 20:0.0 #1303004357
-1 1:16.087393 2:8.449747 3:2.8379998 4:0.15 5:10.440879 6:68 7:2080 8:11229 9:3481 10:2 11:0.0 12:0.11548609468732364 13:0.0 14:0.12350804543889274 15:0.0 16:7.0 17:0.0 18:3.0 19:0.0 20:0.0 #1312515660
-1 1:11.623008 2:7.3649654 3:0.209 4:0.15 5:10.546225 6:81 7:1629 8:8909 9:2674 10:3 11:8.0 12:0.12742067961539644 13:0.03725325041514083 14:0.2151657414559676 15:0.11952286093343936 16:7.0 17:1.0 18:4.0 19:0.0 20:0.0 #1265335985
-1 1:10.19847 2:6.5145345 3:0.01 4:0.15 5:6.717114 6:105 7:1905 8:9946 9:3021 10:1 11:0.0 12:0.10639868799813604 13:0.04780999813096527 14:0.2008048322256247 15:0.07669649888473704 16:28.0 17:0.0 18:20.0 19:1.0 20:1.0 #1302812514
-1 1:6.8343453 2:6.447445 3:3.027 4:0.15 5:6.210535 6:154 7:2306 8:11214 9:3241 10:2 11:0.0 12:0.101457168282021 13:0.027939937811355627 14:0.33756997551928847 15:0.0 16:7.0 17:0.0 18:3.0 19:1.0 20:2.0 #1274428995
-1 1:9.460266 2:6.322335 3:3.837 4:0.15 5:7.8519726 6:197 7:4295 8:21496 9:6023 10:3 11:0.0 12:0.10394844915992868 13:0.006585506497446663 14:0.17213259316477406 15:0.0 16:14.0 17:0.0 18:9.0 19:0.0 20:2.0 #1296220046
-1 1:15.90201 2:1.8087643 3:4.448 4:0.15 5:1.7389522 6:116 7:3272 8:18090 9:5682 10:1 11:15.0 12:0.1067764058045494 13:0.024640709031819093 14:0.3689323936863109 15:0.0 16:1.0 17:0.0 18:0.0 19:0.0 20:0.0 #1179707078
-1 1:15.913532 2:1.8053571 3:2.43 4:0.15 5:1.8113718 6:116 7:3273 8:18100 9:5686 10:2 11:15.0 12:0.1067764058045494 13:0.0 14:0.3689323936863109 15:0.0 16:1.0 17:0.0 18:0.0 19:0.0 20:0.0 #1028312909
-1 1:17.596878 2:1.4410273 3:2.43 4:0.15 5:2.174995 6:88 7:2684 8:15137 9:4843 10:3 11:10.0 12:0.12076362939754882 13:0.0 14:0.35424595421603805 15:0.0 16:2.0 17:0.0 18:1.0 19:0.0 20:0.0 #1030108204
-1 1:13.3072815 2:4.2883153 3:2.0279999 4:0.15 5:4.7337494 6:189 7:4229 8:23246 9:7229 10:1 11:14.0 12:0.11506565168315747 13:0.03696106354772864 14:0.4543694673976518 15:0.15811388300841897 16:4.0 17:0.0 18:2.0 19:0.0 20:1.0 #92615066
-1 1:9.783805 2:4.0511765 3:1.819 4:0.15 5:5.0952907 6:287 7:4379 8:23101 9:7208 10:2 11:0.0 12:0.10443973252374163 13:0.0 14:0.2513123449750173 15:0.0 16:1.0 17:0.0 18:0.0 19:0.0 20:0.0 #60737311
-1 1:15.913532 2:3.6494064 3:0.82 4:0.15 5:4.070773 6:116 7:3273 8:18100 9:5686 10:3 11:69.0 12:0.15774597518842234 13:0.0 14:0.3643993485805122 15:0.0 16:1.0 17:0.0 18:0.0 19:0.0 20:0.0 #1028312909
-1 1:16.382524 2:2.0102441 3:5.67 4:0.15 5:2.1592214 6:76 7:2298 8:12615 9:3930 10:1 11:25.0 12:0.1067764058045494 13:0.011019660081788103 14:0.4743416490252569 15:0.0 16:5.0 17:0.0 18:3.0 19:0.0 20:0.0 #1028312910
-1 1:20.298674 2:1.9424092 3:3.067 4:0.15 5:4.1653585 6:12 7:490 8:2600 9:829 10:2 11:75.0 12:0.1507735125084503 13:0.011019660081788103 14:0.2881854393574164 15:0.0 16:5.0 17:0.0 18:2.0 19:1.0 20:1.0 #1030108207
-1 1:15.913532 2:1.8601569 3:4.269 4:0.15 5:1.6898302 6:116 7:3273 8:18100 9:5686 10:3 11:25.0 12:0.1067764058045494 13:0.0 14:0.4743416490252569 15:0.0 16:1.0 17:0.0 18:0.0 19:0.0 20:0.0 #1028312909
-1 1:20.298674 2:1.7065107 3:3.459 4:0.15 5:3.583043 6:12 7:490 8:2600 9:829 10:1 11:70.0 12:0.15333928564437252 13:0.011019660081788103 14:0.32128773156099955 15:0.0 16:5.0 17:0.0 18:2.0 19:1.0 20:1.0 #1030108207
-1 1:15.913532 2:1.6865913 3:4.05 4:0.15 5:1.5142245 6:116 7:3273 8:18100 9:5686 10:2 11:25.0 12:0.10830917403859923 13:0.0 14:0.4343722427630693 15:0.0 16:1.0 17:0.0 18:0.0 19:0.0 20:0.0 #1028312909
-1 1:16.382524 2:1.6769091 3:3.4490001 4:0.15 5:1.9292644 6:76 7:2298 8:12615 9:3930 10:3 11:25.0 12:0.10830917403859923 13:0.011019660081788103 14:0.4343722427630693 15:0.0 16:5.0 17:0.0 18:3.0 19:0.0 20:0.0 #1028312910
-1 1:13.3072815 2:3.8972442 3:2.018 4:0.15 5:4.2845626 6:189 7:4229 8:23246 9:7229 10:1 11:13.0 12:0.13794172420985878 13:0.03696106354772864 14:0.2881854393574164 15:0.0 16:4.0 17:0.0 18:2.0 19:0.0 20:1.0 #92615066
-1 1:15.913532 2:3.7098272 3:1.009 4:0.15 5:4.1206274 6:116 7:3273 8:18100 9:5686 10:2 11:63.0 12:0.14756556543380242 13:0.0 14:0.41169348479630913 15:0.0 16:1.0 17:0.0 18:0.0 19:0.0 20:0.0 #1028312909
1 1:15.634697 2:3.5575764 3:0.01 4:0.15 5:3.8272617 6:269 7:7530 8:41894 9:12959 10:3 11:66.0 12:0.1607522655162697 13:0.022039320163576206 14:0.38924947208076144 15:0.0 16:5.0 17:1.0 18:2.0 19:0.0 20:1.0 #100019019908
1 1:15.630283 2:3.6678677 3:1.819 4:0.15 5:3.6404042 6:269 7:7526 8:41872 9:12953 10:1 11:60.0 12:0.15468614228924066 13:0.022039320163576206 14:0.3503245248726853 15:0.14142135623730948 16:5.0 17:1.0 18:2.0 19:0.0 20:1.0 #100013512260
1 1:15.634697 2:3.6492102 3:1.819 4:0.15 5:3.702743 6:269 7:7530 8:41894 9:12959 10:2 11:60.0 12:0.15468614228924066 13:0.022039320163576206 14:0.3503245248726853 15:0.14142135623730948 16:5.0 17:1.0 18:2.0 19:0.0 20:1.0 #100005224084
1 1:15.634697 2:3.5601523 3:1.819 4:0.15 5:3.6491334 6:269 7:7530 8:41894 9:12959 10:3 11:60.0 12:0.15468614228924066 13:0.022039320163576206 14:0.3503245248726853 15:0.14142135623730948 16:5.0 17:1.0 18:2.0 19:0.0 20:1.0 #100020502568
-1 1:15.913532 2:2.5799294 3:4.86 4:0.15 5:2.4497817 6:116 7:3273 8:18100 9:5686 10:1 11:22.0 12:0.1024464386416373 13:0.0 14:0.5378528742004771 15:0.0 16:1.0 17:0.0 18:0.0 19:0.0 20:0.0 #1028312909
-1 1:15.90201 2:2.4324882 3:4.86 4:0.15 5:2.4507844 6:116 7:3272 8:18090 9:5682 10:2 11:22.0 12:0.1024464386416373 13:0.024640709031819093 14:0.5378528742004771 15:0.0 16:1.0 17:0.0 18:0.0 19:0.0 20:0.0 #1179707078
