-1 1:0.0891470315421987 2:0.050907743314379986 3:0.0 4:0.0 5:0.038676815554809583 6:0.660844250363901 7:0.49393097396899677 8:0.5273340546044676 9:0.5144745122718691 10:0.0 11:0.0 12:0.6672830568429575 13:0.0 14:0.49792119973904003 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 #1197221562
-1 1:0.4036020197881105 2:0.10182431163502977 3:0.13978050754458163 4:0.0 5:0.12110070668504413 6:0.15429403202328967 7:0.18609242468558057 8:0.23408960733150894 9:0.24695825466750576 10:1.0 11:0.8133333333333334 12:0.600992484975343 13:0.4723774929733302 14:0.46676002800933664 15:0.0 16:0.1111111111111111 17:0.0 18:0.1 19:0.0 20:0.0 #250535927
-1 1:0.14310711811828547 2:0.5939064748002512 3:0.27818928669410153 4:0.0 5:0.3724587489017876 6:0.09461426491994178 7:0.06632056156770985 8:0.07247183860497677 9:0.07677784770295784 10:0.0 11:0.22666666666666666 12:0.6260444943204191 13:0.4453617714151233 14:0.6482888511017536 15:0.0 16:0.037037037037037035 17:0.0 18:0.0 19:0.5 20:0.0 #60737410
-1 1:0.14310711811828547 2:0.5208773781502593 3:0.27818928669410153 4:0.0 5:0.3724587489017876 6:0.09461426491994178 7:0.06632056156770985 8:0.07247183860497677 9:0.07677784770295784 10:0.5 11:0.22666666666666666 12:0.6260444943204191 13:0.4453617714151233 14:0.6482888511017536 15:0.0 16:0.037037037037037035 17:0.0 18:0.0 19:0.5 20:0.0 #587611950
-1 1:0.18453941821295608 2:0.31363521772744374 3:0.6939643347050755 4:0.0 5:0.2215007295663516 6:0.413391557496361 7:0.3157355952032758 8:0.36286832559027554 9:0.37408223201174745 10:1.0 11:0.12 12:0.6463502691178622 13:0.0 14:0.6073424073445792 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 #60737311
-1 1:0.18453941821295608 2:0.2768432927757188 3:0.5263374485596708 4:0.0 5:0.1977658780098696 6:0.413391557496361 7:0.3157355952032758 8:0.36286832559027554 9:0.37408223201174745 10:0.0 11:0.04 12:0.5752396686575904 13:0.0 14:0.4009376869372402 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 #60737311
1 1:0.41290975629051085 2:0.24806427036246778 3:0.0 4:0.0 5:0.15550968604392537 6:0.38719068413391555 7:0.5461392219947353 8:0.661872335009228 9:0.6756870148940634 10:0.5 11:0.13333333333333333 12:0.6194888739389435 13:0.2816715160878121 14:0.4811252243246882 15:0.0 16:0.14814814814814814 17:1.0 18:0.1 19:0.0 20:0.25 #100019019908
1 1:0.41290975629051085 2:0.24457775320633962 3:0.0 4:0.0 5:0.15154088749782244 6:0.38719068413391555 7:0.5461392219947353 8:0.661872335009228 9:0.6756870148940634 10:1.0 11:0.13333333333333333 12:0.6194888739389435 13:0.2816715160878121 14:0.4811252243246882 15:0.0 16:0.14814814814814814 17:1.0 18:0.1 19:0.0 20:0.25 #100004725169
-1 1:0.4016966476801322 2:0.14870375814123143 3:0.13840877914951988 4:0.0 5:0.24593231279212813 6:0.14847161572052403 7:0.18813980696109975 8:0.23323044612741042 9:0.2437067337948395 10:0.0 11:0.6266666666666667 12:0.7735849056603773 13:0.36363636363636365 14:0.5470732932414788 15:0.0 16:0.1111111111111111 17:0.0 18:0.1 19:0.0 20:0.0 #160110260
-1 1:0.2035358797695836 2:0.07057019223129857 3:0.24951989026063098 4:0.0 5:0.05798366892223793 6:0.6855895196506551 7:0.6132641123135419 8:0.6962865143511742 9:0.7060520243339626 10:0.5 11:0.0 12:0.7512083288079963 13:0.15745916432444337 14:0.5886810475844639 15:0.0 16:0.1111111111111111 17:0.0 18:0.1 19:0.5 20:0.0 #171716542
-1 1:0.4338907462693371 2:0.05122673254261153 3:0.13840877914951988 4:0.0 5:0.09625329389852852 6:0.16885007278020378 7:0.2170225212050307 8:0.27515433080888435 9:0.290014684287812 10:1.0 11:0.6266666666666667 12:0.7795128460334694 13:0.36363636363636365 14:0.5512654870631488 15:0.0 16:0.07407407407407407 17:0.0 18:0.05 19:0.0 20:0.0 #274510039
1 1:0.412737470308771 2:0.11289953699460276 3:0.13840877914951988 4:0.0 5:0.06303456034928548 6:0.38719068413391555 7:0.5458467388125183 8:0.6615223063705212 9:0.6753723515838054 10:0.0 11:0.72 12:0.8555628797928322 13:0.2816715160878121 14:0.2756327435315744 15:0.0 16:0.14814814814814814 17:1.0 18:0.1 19:0.0 20:0.25 #100015421034
1 1:0.412737470308771 2:0.11289288304145259 3:0.13840877914951988 4:0.0 5:0.06303045906045046 6:0.38719068413391555 7:0.5458467388125183 8:0.6615223063705212 9:0.6753723515838054 10:0.5 11:0.72 12:0.8555628797928322 13:0.2816715160878121 14:0.2756327435315744 15:0.0 16:0.14814814814814814 17:1.0 18:0.1 19:0.0 20:0.25 #100013512260
1 1:0.41290975629051085 2:0.11028754215061541 3:0.13840877914951988 4:0.0 5:0.0630222488666452 6:0.38719068413391555 7:0.5461392219947353 8:0.661872335009228 9:0.6756870148940634 10:1.0 11:0.72 12:0.8555628797928322 13:0.2816715160878121 14:0.2756327435315744 15:0.0 16:0.14814814814814814 17:1.0 18:0.1 19:0.0 20:0.25 #100005224084
1 1:0.41290975629051085 2:0.2610460365243641 3:0.24951989026063098 4:0.0 5:0.15685739544996788 6:0.38719068413391555 7:0.5461392219947353 8:0.661872335009228 9:0.6756870148940634 10:0.0 11:0.72 12:0.8581012763138802 13:0.2816715160878121 14:0.6509445549041195 15:0.0 16:0.14814814814814814 17:1.0 18:0.1 19:0.0 20:0.25 #100019019908
1 1:0.41290975629051085 2:0.2576867866692609 3:0.24951989026063098 4:0.0 5:0.15287987642899759 6:0.38719068413391555 7:0.5461392219947353 8:0.661872335009228 9:0.6756870148940634 10:0.5 11:0.72 12:0.8581012763138802 13:0.2816715160878121 14:0.6509445549041195 15:0.0 16:0.14814814814814814 17:1.0 18:0.1 19:0.0 20:0.25 #100004725169
1 1:0.41290975629051085 2:0.24492892763810328 3:0.24951989026063098 4:0.0 5:0.1465843219059124 6:0.38719068413391555 7:0.5461392219947353 8:0.661872335009228 9:0.6756870148940634 10:1.0 11:0.72 12:0.8581012763138802 13:0.2816715160878121 14:0.6509445549041195 15:0.0 16:0.14814814814814814 17:1.0 18:0.1 19:0.0 20:0.25 #100022302262
-1 1:0.12943304047943058 2:0.12233277887173945 3:0.27818928669410153 4:0.0 5:0.15983148484297843 6:0.12809315866084425 7:0.08204153261187482 8:0.09380767517342328 9:0.09539542689322425 10:0.0 11:0.0 12:0.43451856995022925 13:0.2816715160878121 14:0.4199605255658081 15:0.0 16:0.14814814814814814 17:0.0 18:0.1 19:0.0 20:0.25 #283830865
-1 1:0.12943304047943058 2:0.12106324961326695 3:0.22222222222222224 4:0.0 5:0.15969321390741759 6:0.12809315866084425 7:0.08204153261187482 8:0.09380767517342328 9:0.09539542689322425 10:0.5 11:0.0 12:0.43451856995022925 13:0.2816715160878121 14:0.4199605255658081 15:0.0 16:0.14814814814814814 17:0.0 18:0.1 19:0.0 20:0.25 #279107870
-1 1:0.12943304047943058 2:0.1163087075706828 3:0.27818928669410153 4:0.0 5:0.15983441705505175 6:0.12809315866084425 7:0.08204153261187482 8:0.09380767517342328 9:0.09539542689322425 10:1.0 11:0.0 12:0.43451856995022925 13:0.2816715160878121 14:0.4199605255658081 15:0.0 16:0.14814814814814814 17:0.0 18:0.1 19:0.0 20:0.25 #76609006
-1 1:0.5457436143219595 2:0.1755341109067552 3:0.5331961316872428 4:0.0 5:0.16718749099868013 6:0.021834061135371178 7:0.04394559812810763 8:0.05482721313562019 9:0.055747849800713234 10:0.0 11:0.5733333333333334 12:0.7587158212408717 13:0.14083575804390605 14:0.5499719409228704 15:0.0 16:0.14814814814814814 17:1.0 18:0.2 19:0.0 20:0.0 #253325233
-1 1:0.6451701510250953 2:0.17196994501038754 3:0.09012345679012346 4:0.0 5:0.24897517207842687 6:0.00727802037845706 7:0.018645802866335187 8:0.024263348819448863 9:0.026641493601846023 10:0.5 11:0.5733333333333334 12:0.7522364897830028 13:0.2816715160878121 14:0.5613127617121362 15:0.0 16:0.14814814814814814 17:0.0 18:0.15 19:0.0 20:0.25 #1030108210
-1 1:0.35262297249571 2:0.14559865072282374 3:0.11248285322359396 4:0.0 5:0.19082367171486148 6:0.32023289665211063 7:0.350394852295993 8:0.43640616050404124 9:0.45316761065659744 10:1.0 11:0.5733333333333334 12:0.7664187174184868 13:0.31491832864888675 14:0.5555555555555556 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 #187230725
-1 1:0.12949629137055188 2:0.7064146005547993 3:0.13840877914951988 4:0.0 5:0.751120655658583 6:0.1848617176128093 7:0.1666422930681486 8:0.18102844778209126 9:0.17227816236626808 10:0.0 11:0.0 12:0.5101591355312677 13:0.4761117605148924 14:0.38520846960085364 15:0.29880715233359845 16:0.3333333333333333 17:0.0 18:0.15 19:0.0 20:0.0 #1267614285
-1 1:0.28211897425095056 2:0.4189509022971663 3:0.25089163237311385 4:0.0 5:0.2516473997586593 6:0.01601164483260553 7:0.019450131617431997 8:0.023213262903328456 9:0.023337528844136774 10:0.5 11:0.0 12:0.4606488914676721 13:0.5697086922186474 14:0.3928371006591931 15:0.0 16:0.6666666666666666 17:0.0 18:0.65 19:0.0 20:0.25 #100920589
-1 1:0.47506100695793363 2:0.30418904725148094 3:0.034156382716049385 4:0.0 5:0.3740529583334371 6:0.011644832605531296 7:0.020181339572974553 8:0.02510659963087889 9:0.027323264107405078 10:1.0 11:0.25333333333333335 12:0.6299923049773501 13:0.2816715160878121 14:0.547996624351191 15:0.0 16:0.14814814814814814 17:0.0 18:0.15 19:0.0 20:0.25 #1030108209
-1 1:0.19271437633700206 2:1.0 3:0.24951989026063098 4:0.0 5:0.6349434430213297 6:0.05967976710334789 7:0.02749341912840012 8:0.036052949786800736 9:0.0382315921963499 10:0.0 11:0.0 12:0.40208731694249616 13:0.14083575804390605 14:0.25717224993681986 15:0.0 16:0.14814814814814814 17:0.0 18:0.1 19:1.0 20:0.0 #1307303429
-1 1:0.19271437633700206 2:0.9444922085059846 3:0.24951989026063098 4:0.0 5:0.6349434430213297 6:0.05967976710334789 7:0.02749341912840012 8:0.036052949786800736 9:0.0382315921963499 10:0.5 11:0.0 12:0.40208731694249616 13:0.14083575804390605 14:0.25717224993681986 15:0.0 16:0.14814814814814814 17:0.0 18:0.1 19:1.0 20:0.0 #1256408972
-1 1:0.31080170186387823 2:0.8934399297570903 3:0.13840877914951988 4:0.0 5:0.5333392101463933 6:0.21688500727802038 7:0.2419567124890319 8:0.28942595303252083 9:0.2950492972519404 10:1.0 11:0.0 12:0.5256104820163431 13:0.5454545454545455 14:0.21166687833365086 15:0.0 16:0.07407407407407407 17:0.0 18:0.1 19:0.0 20:0.0 #1260838487
-1 1:0.4233434406214685 2:0.1062588017455604 3:0.47174212620027434 4:0.0 5:0.06108268578184197 6:0.16448326055312956 7:0.23479087452471484 8:0.2831413479284669 9:0.29405286343612336 10:0.0 11:0.24 12:0.6778910003583131 13:0.31491832864888675 14:0.5930499957379071 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 #1179707078
-1 1:0.4237931640201109 2:0.10540412557194577 3:0.2795610425240055 4:0.0 5:0.06105354644835501 6:0.16448326055312956 7:0.23486399532026908 8:0.2833004518551518 9:0.29426263897629534 10:0.5 11:0.24 12:0.6778910003583131 13:0.0 14:0.5930499957379071 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 #1028312909
-1 1:0.47506100695793363 2:0.09718283536447675 3:0.27956102880658434 4:0.0 5:0.11434396470770661 6:0.011644832605531296 7:0.020181339572974553 8:0.02510659963087889 9:0.027323264107405078 10:1.0 11:0.36 12:0.5317274386974249 13:0.2816715160878121 14:0.5071505162084872 15:0.0 16:0.14814814814814814 17:0.0 18:0.15 19:0.0 20:0.25 #1030108209
-1 1:0.0980715429756101 2:0.3165314553063382 3:0.25089163237311385 4:0.0 5:0.18560830984697468 6:0.6448326055312955 7:0.4847908745247148 8:0.5155444536371158 9:0.5107509964338158 10:0.0 11:0.0 12:0.7605003375936286 13:0.25712973861329 14:0.6201736729460424 15:0.0 16:0.18518518518518517 17:0.0 18:0.15 19:0.0 20:0.0 #1338144641
-1 1:0.09928888746362417 2:0.3078104885764621 3:0.11248285322359396 4:0.0 5:0.18615600898159254 6:0.6404657933042213 7:0.4829628546358584 8:0.51412842868962 9:0.5092301237675687 10:0.5 11:0.0 12:0.7605003375936286 13:0.25712973861329 14:0.6201736729460424 15:0.0 16:0.18518518518518517 17:0.0 18:0.15 19:0.0 20:0.0 #1293109910
1 1:0.412737470308771 2:0.21503518484740033 3:0.0027434842249657067 4:0.0 5:0.12984625006161074 6:0.38719068413391555 7:0.5458467388125183 8:0.6615223063705212 9:0.6753723515838054 10:1.0 11:0.16 12:0.521164727844571 13:0.2816715160878121 14:0.888888888888889 15:0.3535533905932738 16:0.14814814814814814 17:1.0 18:0.1 19:0.0 20:0.25 #100013512260
-1 1:0.10551161981125479 2:0.5034583895782296 3:0.27818928669410153 4:0.0 5:0.3550416376703896 6:0.5705967976710334 7:0.4498391342497806 8:0.4863329726977662 9:0.4714180826515628 10:0.0 11:0.0 12:0.6239413887391003 13:0.5567022142689041 14:0.6565321642986127 15:0.0 16:0.25925925925925924 17:0.0 18:0.15 19:0.0 20:0.25 #1273205853
-1 1:0.047981872298507776 2:0.3960818374956814 3:0.27681755829903976 4:0.0 5:0.2668374007186884 6:0.7729257641921398 7:0.5818221702252121 8:0.614761662317826 9:0.566918397314873 10:0.5 11:0.0 12:0.5893877616350621 13:0.15745916432444337 14:0.4823573011802552 15:0.0 16:0.1111111111111111 17:0.0 18:0.1 19:0.0 20:0.0 #1280108420
-1 1:0.2093930567047576 2:0.2925481458689793 3:0.5536351165980795 4:0.0 5:0.17499997022091118 6:0.19213973799126638 7:0.16605732670371454 8:0.19485457901101 9:0.19582546675057688 10:1.0 11:0.0 12:0.5407342203825075 13:0.0 14:0.41996052556580804 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 #2427495
-1 1:0.4237931640201109 2:0.15973067644382813 3:0.36474622770919063 4:0.0 5:0.09530663494276213 6:0.16448326055312956 7:0.23486399532026908 8:0.2833004518551518 9:0.29426263897629534 10:0.0 11:0.3333333333333333 12:0.6416134765796201 13:0.0 14:0.4009376869372402 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 #1028312909
-1 1:0.4233434406214685 2:0.15743376396108746 3:0.5555555555555556 4:0.0 5:0.09535284203535634 6:0.16448326055312956 7:0.23479087452471484 8:0.2831413479284669 9:0.29405286343612336 10:0.5 11:0.3333333333333333 12:0.6416134765796201 13:0.31491832864888675 14:0.4009376869372402 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 #1179707078
-1 1:0.47506100695793363 2:0.13855611313761415 3:0.14609053497942387 4:0.0 5:0.16859430542237178 6:0.011644832605531296 7:0.020181339572974553 8:0.02510659963087889 9:0.027323264107405078 10:1.0 11:0.48 12:0.4922839503466531 13:0.2816715160878121 14:0.375624113212674 15:0.0 16:0.14814814814814814 17:0.0 18:0.15 19:0.0 20:0.25 #1030108209
-1 1:0.34362994869624786 2:0.5515173216058783 3:0.0 4:0.0 5:0.3376235744220847 6:0.19068413391557495 7:0.2620649312664522 8:0.3003245720104372 9:0.3012901195720579 10:0.0 11:0.0 12:0.6984545272322281 13:0.0 14:0.43396303660274627 15:0.0 16:0.1111111111111111 17:0.0 18:0.15 19:0.5 20:0.0 #1303004357
